crawl_timestamp,url,title,seo_score,page_priority,severity,issue,explanation,action
2026-08-17T04:05:50Z,https://engineerwala.com/milage-calculator/,Milage Calculator - Engineer Wala,63,High,Low,No H2 headings,Page par content sections ke liye H2 headings nahi milin.,Long content ko logical H2 sections mein divide karo taa-ke readability aur topic coverage improve ho.
2026-08-17T04:05:50Z,https://engineerwala.com/milage-calculator/,Milage Calculator - Engineer Wala,63,High,Low,No external references,Page par koi external reference detect nahi hua.,Technical ya factual claims ke liye zarurat par authoritative source ka relevant link add karo.
2026-08-17T04:05:50Z,https://engineerwala.com/noise-when-braking-at-low-speed/,8 Reasons Your Car Makes Noise When Braking At Low Speed (2026 Guide)-EngineerWala - Engineer Wala,73,Medium,Low,No external references,Page par koi external reference detect nahi hua.,Technical ya factual claims ke liye zarurat par authoritative source ka relevant link add karo.
2026-08-17T04:05:50Z,https://engineerwala.com/noise-when-turning-steering-wheel/,Noise When Turning Steering Wheel While Stationary - Engineer Wala - Engineer Wala,66,High,Low,No external references,Page par koi external reference detect nahi hua.,Technical ya factual claims ke liye zarurat par authoritative source ka relevant link add karo.
2026-08-17T04:05:50Z,https://engineerwala.com/oil-in-coolant-reservoir/,"Oil In Coolant Reservoir: Signs, Causes, And What To Do Next - Engineer Wala",65,Medium,Low,No external references,Page par koi external reference detect nahi hua.,Technical ya factual claims ke liye zarurat par authoritative source ka relevant link add karo.
2026-08-17T04:05:50Z,https://engineerwala.com/service-stabilitrak/,"What Does The Service StabiliTrak Warning Light Mean? (Causes, Fix & Safety Guide) - Engineer Wala",73,Medium,Low,No external references,Page par koi external reference detect nahi hua.,Technical ya factual claims ke liye zarurat par authoritative source ka relevant link add karo.
2026-08-17T04:05:50Z,https://engineerwala.com/services/,Services - Engineer Wala,66,High,Low,No external references,Page par koi external reference detect nahi hua.,Technical ya factual claims ke liye zarurat par authoritative source ka relevant link add karo.
2026-08-17T04:05:50Z,https://engineerwala.com/terms-and-conditions/,Terms And Conditions - Engineer Wala,74,High,Low,No external references,Page par koi external reference detect nahi hua.,Technical ya factual claims ke liye zarurat par authoritative source ka relevant link add karo.
2026-08-17T04:05:50Z,https://engineerwala.com/types-of-bolts/,34 Types Of Bolts And Their Uses - Engineer Wala,89,Medium,Low,No external references,Page par koi external reference detect nahi hua.,Technical ya factual claims ke liye zarurat par authoritative source ka relevant link add karo.
2026-08-17T04:05:50Z,https://engineerwala.com/what-causes-bubbles-in-coolant-reservoir/,What Causes Bubbles In Coolant Reservoir? -Engineer Wala - Engineer Wala,73,Medium,Low,No external references,Page par koi external reference detect nahi hua.,Technical ya factual claims ke liye zarurat par authoritative source ka relevant link add karo.
2026-08-17T04:05:50Z,https://engineerwala.com/what-is-drilling/,"What Is Drilling? Process, Uses, Types, And Helpful Tips - Engineer Wala",81,Medium,Low,No external references,Page par koi external reference detect nahi hua.,Technical ya factual claims ke liye zarurat par authoritative source ka relevant link add karo.
2026-08-17T04:05:50Z,https://engineerwala.com/what-is-piston/,"What Is Piston In An Engine? Function, Parts, Working, And Problems Explained - Engineer Wala",73,Medium,Low,No external references,Page par koi external reference detect nahi hua.,Technical ya factual claims ke liye zarurat par authoritative source ka relevant link add karo.
2026-08-17T04:05:50Z,https://engineerwala.com/which-side-is-the-brake/,Is The Brake On The Left Or Right? Pedal Guide - Engineer Wala,81,Medium,Low,No external references,Page par koi external reference detect nahi hua.,Technical ya factual claims ke liye zarurat par authoritative source ka relevant link add karo.
